SUMMARY_LOG,LOWER_LIMIT,UPPER_LIMIT,SPOT_METRIC_LIV_LOG,DISTANCE_LIV_TEMPERATURE,MIN_ABNORMAL_RANGE,MAX_ABNORMAL_RANGE,INCLUDE_OK2SEND
EOLR_sfr_20cm_023_x,,,EOLR_sfr_20cm_023_x,Rx,None,None,TRUE
EOLR_sfr_20cm_023_y,,,EOLR_sfr_20cm_023_y,Rx,None,None,TRUE
EOLR_sfr_20cm_023_radius,,,EOLR_sfr_20cm_023_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_024_Ny8,,,EOLR_sfr_20cm_024_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_024_Ny4,,,EOLR_sfr_20cm_024_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_024_Ny2,,,EOLR_sfr_20cm_024_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_024_Acc,,,EOLR_sfr_20cm_024_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_024_x,,,EOLR_sfr_20cm_024_x,Rx,None,None,TRUE
EOLR_sfr_20cm_024_y,,,EOLR_sfr_20cm_024_y,Rx,None,None,TRUE
EOLR_sfr_20cm_024_radius,,,EOLR_sfr_20cm_024_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_025_Ny8,,,EOLR_sfr_20cm_025_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_025_Ny4,,,EOLR_sfr_20cm_025_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_025_Ny2,,,EOLR_sfr_20cm_025_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_025_Acc,,,EOLR_sfr_20cm_025_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_025_x,,,EOLR_sfr_20cm_025_x,Rx,None,None,TRUE
EOLR_sfr_20cm_025_y,,,EOLR_sfr_20cm_025_y,Rx,None,None,TRUE
EOLR_sfr_20cm_025_radius,,,EOLR_sfr_20cm_025_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_026_Ny8,,,EOLR_sfr_20cm_026_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_026_Ny4,,,EOLR_sfr_20cm_026_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_026_Ny2,,,EOLR_sfr_20cm_026_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_026_Acc,,,EOLR_sfr_20cm_026_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_026_x,,,EOLR_sfr_20cm_026_x,Rx,None,None,TRUE
EOLR_sfr_20cm_026_y,,,EOLR_sfr_20cm_026_y,Rx,None,None,TRUE
EOLR_sfr_20cm_026_radius,,,EOLR_sfr_20cm_026_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_027_Ny8,,,EOLR_sfr_20cm_027_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_027_Ny4,,,EOLR_sfr_20cm_027_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_027_Ny2,,,EOLR_sfr_20cm_027_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_027_Acc,,,EOLR_sfr_20cm_027_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_027_x,,,EOLR_sfr_20cm_027_x,Rx,None,None,TRUE
EOLR_sfr_20cm_027_y,,,EOLR_sfr_20cm_027_y,Rx,None,None,TRUE
EOLR_sfr_20cm_027_radius,,,EOLR_sfr_20cm_027_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_028_Ny8,,,EOLR_sfr_20cm_028_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_028_Ny4,,,EOLR_sfr_20cm_028_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_028_Ny2,,,EOLR_sfr_20cm_028_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_028_Acc,,,EOLR_sfr_20cm_028_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_028_x,,,EOLR_sfr_20cm_028_x,Rx,None,None,TRUE
EOLR_sfr_20cm_028_y,,,EOLR_sfr_20cm_028_y,Rx,None,None,TRUE
EOLR_sfr_20cm_028_radius,,,EOLR_sfr_20cm_028_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_029_Ny8,,,EOLR_sfr_20cm_029_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_029_Ny4,,,EOLR_sfr_20cm_029_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_029_Ny2,,,EOLR_sfr_20cm_029_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_029_Acc,,,EOLR_sfr_20cm_029_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_029_x,,,EOLR_sfr_20cm_029_x,Rx,None,None,TRUE
EOLR_sfr_20cm_029_y,,,EOLR_sfr_20cm_029_y,Rx,None,None,TRUE
EOLR_sfr_20cm_029_radius,,,EOLR_sfr_20cm_029_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_030_Ny8,,,EOLR_sfr_20cm_030_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_030_Ny4,,,EOLR_sfr_20cm_030_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_030_Ny2,,,EOLR_sfr_20cm_030_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_030_Acc,,,EOLR_sfr_20cm_030_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_030_x,,,EOLR_sfr_20cm_030_x,Rx,None,None,TRUE
EOLR_sfr_20cm_030_y,,,EOLR_sfr_20cm_030_y,Rx,None,None,TRUE
EOLR_sfr_20cm_030_radius,,,EOLR_sfr_20cm_030_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_031_Ny8,,,EOLR_sfr_20cm_031_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_031_Ny4,,,EOLR_sfr_20cm_031_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_031_Ny2,,,EOLR_sfr_20cm_031_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_031_Acc,,,EOLR_sfr_20cm_031_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_031_x,,,EOLR_sfr_20cm_031_x,Rx,None,None,TRUE
EOLR_sfr_20cm_031_y,,,EOLR_sfr_20cm_031_y,Rx,None,None,TRUE
EOLR_sfr_20cm_031_radius,,,EOLR_sfr_20cm_031_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_032_Ny8,,,EOLR_sfr_20cm_032_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_032_Ny4,,,EOLR_sfr_20cm_032_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_032_Ny2,,,EOLR_sfr_20cm_032_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_032_Acc,,,EOLR_sfr_20cm_032_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_032_x,,,EOLR_sfr_20cm_032_x,Rx,None,None,TRUE
EOLR_sfr_20cm_032_y,,,EOLR_sfr_20cm_032_y,Rx,None,None,TRUE
EOLR_sfr_20cm_032_radius,,,EOLR_sfr_20cm_032_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_033_Ny8,,,EOLR_sfr_20cm_033_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_033_Ny4,,,EOLR_sfr_20cm_033_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_033_Ny2,,,EOLR_sfr_20cm_033_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_033_Acc,,,EOLR_sfr_20cm_033_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_033_x,,,EOLR_sfr_20cm_033_x,Rx,None,None,TRUE
EOLR_sfr_20cm_033_y,,,EOLR_sfr_20cm_033_y,Rx,None,None,TRUE
EOLR_sfr_20cm_033_radius,,,EOLR_sfr_20cm_033_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_034_Ny8,,,EOLR_sfr_20cm_034_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_034_Ny4,,,EOLR_sfr_20cm_034_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_034_Ny2,,,EOLR_sfr_20cm_034_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_034_Acc,,,EOLR_sfr_20cm_034_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_034_x,,,EOLR_sfr_20cm_034_x,Rx,None,None,TRUE
EOLR_sfr_20cm_034_y,,,EOLR_sfr_20cm_034_y,Rx,None,None,TRUE
EOLR_sfr_20cm_034_radius,,,EOLR_sfr_20cm_034_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_035_Ny8,,,EOLR_sfr_20cm_035_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_035_Ny4,,,EOLR_sfr_20cm_035_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_035_Ny2,,,EOLR_sfr_20cm_035_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_035_Acc,,,EOLR_sfr_20cm_035_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_035_x,,,EOLR_sfr_20cm_035_x,Rx,None,None,TRUE
EOLR_sfr_20cm_035_y,,,EOLR_sfr_20cm_035_y,Rx,None,None,TRUE
EOLR_sfr_20cm_035_radius,,,EOLR_sfr_20cm_035_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_036_Ny8,,,EOLR_sfr_20cm_036_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_036_Ny4,,,EOLR_sfr_20cm_036_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_036_Ny2,,,EOLR_sfr_20cm_036_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_036_Acc,,,EOLR_sfr_20cm_036_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_036_x,,,EOLR_sfr_20cm_036_x,Rx,None,None,TRUE
EOLR_sfr_20cm_036_y,,,EOLR_sfr_20cm_036_y,Rx,None,None,TRUE
EOLR_sfr_20cm_036_radius,,,EOLR_sfr_20cm_036_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_037_Ny8,,,EOLR_sfr_20cm_037_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_037_Ny4,,,EOLR_sfr_20cm_037_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_037_Ny2,,,EOLR_sfr_20cm_037_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_037_Acc,,,EOLR_sfr_20cm_037_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_037_x,,,EOLR_sfr_20cm_037_x,Rx,None,None,TRUE
EOLR_sfr_20cm_037_y,,,EOLR_sfr_20cm_037_y,Rx,None,None,TRUE
EOLR_sfr_20cm_037_radius,,,EOLR_sfr_20cm_037_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_038_Ny8,,,EOLR_sfr_20cm_038_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_038_Ny4,,,EOLR_sfr_20cm_038_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_038_Ny2,,,EOLR_sfr_20cm_038_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_038_Acc,,,EOLR_sfr_20cm_038_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_038_x,,,EOLR_sfr_20cm_038_x,Rx,None,None,TRUE
EOLR_sfr_20cm_038_y,,,EOLR_sfr_20cm_038_y,Rx,None,None,TRUE
EOLR_sfr_20cm_038_radius,,,EOLR_sfr_20cm_038_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_039_Ny8,,,EOLR_sfr_20cm_039_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_039_Ny4,,,EOLR_sfr_20cm_039_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_039_Ny2,,,EOLR_sfr_20cm_039_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_039_Acc,,,EOLR_sfr_20cm_039_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_039_x,,,EOLR_sfr_20cm_039_x,Rx,None,None,TRUE
EOLR_sfr_20cm_039_y,,,EOLR_sfr_20cm_039_y,Rx,None,None,TRUE
EOLR_sfr_20cm_039_radius,,,EOLR_sfr_20cm_039_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_040_Ny8,,,EOLR_sfr_20cm_040_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_040_Ny4,,,EOLR_sfr_20cm_040_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_040_Ny2,,,EOLR_sfr_20cm_040_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_040_Acc,,,EOLR_sfr_20cm_040_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_040_x,,,EOLR_sfr_20cm_040_x,Rx,None,None,TRUE
EOLR_sfr_20cm_040_y,,,EOLR_sfr_20cm_040_y,Rx,None,None,TRUE
EOLR_sfr_20cm_040_radius,,,EOLR_sfr_20cm_040_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_041_Ny8,,,EOLR_sfr_20cm_041_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_041_Ny4,,,EOLR_sfr_20cm_041_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_041_Ny2,,,EOLR_sfr_20cm_041_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_041_Acc,,,EOLR_sfr_20cm_041_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_041_x,,,EOLR_sfr_20cm_041_x,Rx,None,None,TRUE
EOLR_sfr_20cm_041_y,,,EOLR_sfr_20cm_041_y,Rx,None,None,TRUE
EOLR_sfr_20cm_041_radius,,,EOLR_sfr_20cm_041_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_042_Ny8,,,EOLR_sfr_20cm_042_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_042_Ny4,,,EOLR_sfr_20cm_042_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_042_Ny2,,,EOLR_sfr_20cm_042_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_042_Acc,,,EOLR_sfr_20cm_042_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_042_x,,,EOLR_sfr_20cm_042_x,Rx,None,None,TRUE
EOLR_sfr_20cm_042_y,,,EOLR_sfr_20cm_042_y,Rx,None,None,TRUE
EOLR_sfr_20cm_042_radius,,,EOLR_sfr_20cm_042_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_043_Ny8,,,EOLR_sfr_20cm_043_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_043_Ny4,,,EOLR_sfr_20cm_043_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_043_Ny2,,,EOLR_sfr_20cm_043_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_043_Acc,,,EOLR_sfr_20cm_043_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_043_x,,,EOLR_sfr_20cm_043_x,Rx,None,None,TRUE
EOLR_sfr_20cm_043_y,,,EOLR_sfr_20cm_043_y,Rx,None,None,TRUE
EOLR_sfr_20cm_043_radius,,,EOLR_sfr_20cm_043_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_044_Ny8,,,EOLR_sfr_20cm_044_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_044_Ny4,,,EOLR_sfr_20cm_044_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_044_Ny2,,,EOLR_sfr_20cm_044_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_044_Acc,,,EOLR_sfr_20cm_044_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_044_x,,,EOLR_sfr_20cm_044_x,Rx,None,None,TRUE
EOLR_sfr_20cm_044_y,,,EOLR_sfr_20cm_044_y,Rx,None,None,TRUE
EOLR_sfr_20cm_044_radius,,,EOLR_sfr_20cm_044_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_045_Ny8,,,EOLR_sfr_20cm_045_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_045_Ny4,,,EOLR_sfr_20cm_045_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_045_Ny2,,,EOLR_sfr_20cm_045_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_045_Acc,,,EOLR_sfr_20cm_045_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_045_x,,,EOLR_sfr_20cm_045_x,Rx,None,None,TRUE
EOLR_sfr_20cm_045_y,,,EOLR_sfr_20cm_045_y,Rx,None,None,TRUE
EOLR_sfr_20cm_045_radius,,,EOLR_sfr_20cm_045_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_046_Ny8,,,EOLR_sfr_20cm_046_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_046_Ny4,,,EOLR_sfr_20cm_046_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_046_Ny2,,,EOLR_sfr_20cm_046_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_046_Acc,,,EOLR_sfr_20cm_046_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_046_x,,,EOLR_sfr_20cm_046_x,Rx,None,None,TRUE
EOLR_sfr_20cm_046_y,,,EOLR_sfr_20cm_046_y,Rx,None,None,TRUE
EOLR_sfr_20cm_046_radius,,,EOLR_sfr_20cm_046_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_047_Ny8,,,EOLR_sfr_20cm_047_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_047_Ny4,,,EOLR_sfr_20cm_047_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_047_Ny2,,,EOLR_sfr_20cm_047_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_047_Acc,,,EOLR_sfr_20cm_047_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_047_x,,,EOLR_sfr_20cm_047_x,Rx,None,None,TRUE
EOLR_sfr_20cm_047_y,,,EOLR_sfr_20cm_047_y,Rx,None,None,TRUE
EOLR_sfr_20cm_047_radius,,,EOLR_sfr_20cm_047_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_048_Ny8,,,EOLR_sfr_20cm_048_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_048_Ny4,,,EOLR_sfr_20cm_048_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_048_Ny2,,,EOLR_sfr_20cm_048_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_048_Acc,,,EOLR_sfr_20cm_048_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_048_x,,,EOLR_sfr_20cm_048_x,Rx,None,None,TRUE
EOLR_sfr_20cm_048_y,,,EOLR_sfr_20cm_048_y,Rx,None,None,TRUE
EOLR_sfr_20cm_048_radius,,,EOLR_sfr_20cm_048_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_049_Ny8,,,EOLR_sfr_20cm_049_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_049_Ny4,,,EOLR_sfr_20cm_049_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_049_Ny2,,,EOLR_sfr_20cm_049_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_049_Acc,,,EOLR_sfr_20cm_049_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_049_x,,,EOLR_sfr_20cm_049_x,Rx,None,None,TRUE
EOLR_sfr_20cm_049_y,,,EOLR_sfr_20cm_049_y,Rx,None,None,TRUE
EOLR_sfr_20cm_049_radius,,,EOLR_sfr_20cm_049_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_050_Ny8,,,EOLR_sfr_20cm_050_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_050_Ny4,,,EOLR_sfr_20cm_050_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_050_Ny2,,,EOLR_sfr_20cm_050_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_050_Acc,,,EOLR_sfr_20cm_050_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_050_x,,,EOLR_sfr_20cm_050_x,Rx,None,None,TRUE
EOLR_sfr_20cm_050_y,,,EOLR_sfr_20cm_050_y,Rx,None,None,TRUE
EOLR_sfr_20cm_050_radius,,,EOLR_sfr_20cm_050_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_051_Ny8,,,EOLR_sfr_20cm_051_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_051_Ny4,,,EOLR_sfr_20cm_051_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_051_Ny2,,,EOLR_sfr_20cm_051_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_051_Acc,,,EOLR_sfr_20cm_051_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_051_x,,,EOLR_sfr_20cm_051_x,Rx,None,None,TRUE
EOLR_sfr_20cm_051_y,,,EOLR_sfr_20cm_051_y,Rx,None,None,TRUE
EOLR_sfr_20cm_051_radius,,,EOLR_sfr_20cm_051_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_052_Ny8,,,EOLR_sfr_20cm_052_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_052_Ny4,,,EOLR_sfr_20cm_052_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_052_Ny2,,,EOLR_sfr_20cm_052_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_052_Acc,,,EOLR_sfr_20cm_052_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_052_x,,,EOLR_sfr_20cm_052_x,Rx,None,None,TRUE
EOLR_sfr_20cm_052_y,,,EOLR_sfr_20cm_052_y,Rx,None,None,TRUE
EOLR_sfr_20cm_052_radius,,,EOLR_sfr_20cm_052_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_053_Ny8,,,EOLR_sfr_20cm_053_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_053_Ny4,,,EOLR_sfr_20cm_053_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_053_Ny2,,,EOLR_sfr_20cm_053_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_053_Acc,,,EOLR_sfr_20cm_053_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_053_x,,,EOLR_sfr_20cm_053_x,Rx,None,None,TRUE
EOLR_sfr_20cm_053_y,,,EOLR_sfr_20cm_053_y,Rx,None,None,TRUE
EOLR_sfr_20cm_053_radius,,,EOLR_sfr_20cm_053_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_054_Ny8,,,EOLR_sfr_20cm_054_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_054_Ny4,,,EOLR_sfr_20cm_054_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_054_Ny2,,,EOLR_sfr_20cm_054_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_054_Acc,,,EOLR_sfr_20cm_054_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_054_x,,,EOLR_sfr_20cm_054_x,Rx,None,None,TRUE
EOLR_sfr_20cm_054_y,,,EOLR_sfr_20cm_054_y,Rx,None,None,TRUE
EOLR_sfr_20cm_054_radius,,,EOLR_sfr_20cm_054_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_055_Ny8,,,EOLR_sfr_20cm_055_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_055_Ny4,,,EOLR_sfr_20cm_055_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_055_Ny2,,,EOLR_sfr_20cm_055_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_055_Acc,,,EOLR_sfr_20cm_055_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_055_x,,,EOLR_sfr_20cm_055_x,Rx,None,None,TRUE
EOLR_sfr_20cm_055_y,,,EOLR_sfr_20cm_055_y,Rx,None,None,TRUE
EOLR_sfr_20cm_055_radius,,,EOLR_sfr_20cm_055_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_056_Ny8,,,EOLR_sfr_20cm_056_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_056_Ny4,,,EOLR_sfr_20cm_056_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_056_Ny2,,,EOLR_sfr_20cm_056_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_056_Acc,,,EOLR_sfr_20cm_056_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_056_x,,,EOLR_sfr_20cm_056_x,Rx,None,None,TRUE
EOLR_sfr_20cm_056_y,,,EOLR_sfr_20cm_056_y,Rx,None,None,TRUE
EOLR_sfr_20cm_056_radius,,,EOLR_sfr_20cm_056_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_057_Ny8,,,EOLR_sfr_20cm_057_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_057_Ny4,,,EOLR_sfr_20cm_057_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_057_Ny2,,,EOLR_sfr_20cm_057_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_057_Acc,,,EOLR_sfr_20cm_057_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_057_x,,,EOLR_sfr_20cm_057_x,Rx,None,None,TRUE
EOLR_sfr_20cm_057_y,,,EOLR_sfr_20cm_057_y,Rx,None,None,TRUE
EOLR_sfr_20cm_057_radius,,,EOLR_sfr_20cm_057_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_058_Ny8,,,EOLR_sfr_20cm_058_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_058_Ny4,,,EOLR_sfr_20cm_058_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_058_Ny2,,,EOLR_sfr_20cm_058_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_058_Acc,,,EOLR_sfr_20cm_058_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_058_x,,,EOLR_sfr_20cm_058_x,Rx,None,None,TRUE
EOLR_sfr_20cm_058_y,,,EOLR_sfr_20cm_058_y,Rx,None,None,TRUE
EOLR_sfr_20cm_058_radius,,,EOLR_sfr_20cm_058_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_059_Ny8,,,EOLR_sfr_20cm_059_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_059_Ny4,,,EOLR_sfr_20cm_059_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_059_Ny2,,,EOLR_sfr_20cm_059_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_059_Acc,,,EOLR_sfr_20cm_059_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_059_x,,,EOLR_sfr_20cm_059_x,Rx,None,None,TRUE
EOLR_sfr_20cm_059_y,,,EOLR_sfr_20cm_059_y,Rx,None,None,TRUE
EOLR_sfr_20cm_059_radius,,,EOLR_sfr_20cm_059_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_060_Ny8,,,EOLR_sfr_20cm_060_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_060_Ny4,,,EOLR_sfr_20cm_060_Ny4,Rx,None,None,TRUE
EOLR_sfr_20cm_060_Ny2,,,EOLR_sfr_20cm_060_Ny2,Rx,None,None,TRUE
EOLR_sfr_20cm_060_Acc,,,EOLR_sfr_20cm_060_Acc,Rx,None,None,TRUE
EOLR_sfr_20cm_060_x,,,EOLR_sfr_20cm_060_x,Rx,None,None,TRUE
EOLR_sfr_20cm_060_y,,,EOLR_sfr_20cm_060_y,Rx,None,None,TRUE
EOLR_sfr_20cm_060_radius,,,EOLR_sfr_20cm_060_radius,Rx,None,None,TRUE
EOLR_sfr_20cm_061_Ny8,,,EOLR_sfr_20cm_061_Ny8,Rx,None,None,TRUE
EOLR_sfr_20cm_061_Ny4,,,EOLR_sfr_20cm_061_Ny4,Rx,None,None,TRUE
