Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 07:07:53.676,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,22.82,GGY733AM6B01,DN81246F6U1H1HW1S,MB211332A19F21A1A937110012,0ace29110188,THA121300PN06MWAM,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103,51,154,FAIL,32,3,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.764,0.655,1.123,0.796,1.4.1.54,PBS_20.200424
'2021-06-13 07:08:17.156,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.40,GGY733AM6B01,DN81246F6U2H1HW1R,AZ3B147125GAB1A19332018012,0ace02080064,THA121304RF06MWAJ,0.00,21.26,20.87,0.00,17.94,21.11,20.20,20.08,19.52,104,51,155,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6566,6689,7273,7323,0.809,0.816,0.277,0.275,0.474,0.478,0.528,0.522,9.120,9.180,9.290,9.073,8.558,8.485,10.199,9.429,0.947,0.949,0.947,0.953,0.951,0.951,0.946,0.951,0.000,0.000,0.953,0.950,0.954,0.953,0.950,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.780,0.624,1.232,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 07:08:40.947,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,22.78,GGY733AM6B01,DN81246F6U5H1HW1N,AZ3B147115BMB1A1A036063109,0ace02080766,THA121304S706MWAP,0.00,21.42,22.18,0.00,17.57,0.00,0.00,0.00,0.00,104,52,156,FAIL,451,8,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.413,9.180,9.458,9.073,7.930,8.485,8.824,9.429,0.952,0.949,0.949,0.953,0.948,0.951,0.948,0.951,0.000,0.000,0.945,0.950,0.952,0.953,0.949,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.780,0.671,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 07:12:09.544,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,209.56,GGY733AM6B01,DN81246F6U6H1HW1M,AZ3B147105EPB1A19634033123,0ace02080182,THA121304R206MWAX,0.00,21.67,21.65,0.00,19.25,0.00,0.00,0.00,0.00,104,53,157,FAIL,451,6,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.979,9.180,9.996,9.073,8.113,8.485,9.558,9.429,0.947,0.949,0.947,0.953,0.942,0.951,0.946,0.951,0.000,0.000,0.949,0.950,0.952,0.953,0.949,0.949,0.945,0.949,0.000,0.000,0.000,0.000,0.780,0.639,1.170,0.968,1.4.1.54,PBS_20.200424
'2021-06-13 07:12:33.263,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.82,GGY733AM6B01,DN81246F6UGH1HW1B,AZ3B147125FBB1A19133020115,0ace02080565,THA121304Q406MWAY,0.00,21.29,21.95,0.00,17.68,0.00,0.00,0.00,0.00,104,53,157,FAIL,451,4,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.471,9.180,9.503,9.073,8.954,8.485,9.809,9.429,0.948,0.949,0.947,0.953,0.946,0.951,0.945,0.951,0.000,0.000,0.954,0.950,0.949,0.953,0.946,0.949,0.942,0.949,0.000,0.000,0.000,0.000,0.764,0.718,1.342,0.874,1.4.1.54,PBS_20.200424
'2021-06-13 07:12:56.864,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.48,GGY733AM6B01,DN81246F6PRH1HW1H,MB211332A10421A1A628120011,0ace29110739,THA12130DF506MWAF,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104,53,157,FAIL,32,1,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.764,0.468,1.186,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 07:13:20.794,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.70,GGY733AM6B01,DN81246F6UAH1HW1H,AZ1B14702003A7A1A640015004,0ace02080910,THA121300MD06MWA2,0.00,21.39,21.97,0.00,17.52,0.00,0.00,0.00,0.00,104,53,157,FAIL,451,7,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.467,9.180,8.506,9.073,8.364,8.485,10.089,9.429,0.959,0.949,0.956,0.953,0.956,0.951,0.956,0.951,0.000,0.000,0.950,0.950,0.954,0.953,0.950,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.639,1.217,0.874,1.4.1.54,PBS_20.200424
'2021-06-13 07:13:44.463,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.77,GGY733AM6B01,DN81246F6UBH1HW1G,AZ3B147105F0B1A1A034037102,0ace02081119,THA12130HQV06MWAU,0.00,21.40,21.36,0.00,17.94,0.00,0.00,0.00,0.00,104,54,158,FAIL,451,5,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.688,9.180,8.636,9.073,7.931,8.485,9.091,9.429,0.958,0.949,0.955,0.953,0.953,0.951,0.955,0.951,0.000,0.000,0.956,0.950,0.958,0.953,0.953,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.764,0.655,1.186,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 07:14:08.060,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.85,GGY733AM6B01,DN81246F6PYH1HW1A,AZ3B147125G7B1A19332021003,0ace02080388,THA12130EZ306MWAW,0.00,21.23,22.03,0.00,19.28,21.15,20.72,20.34,20.53,105,53,158,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6566,6689,7273,7323,0.815,0.816,0.279,0.275,0.476,0.478,0.532,0.522,8.739,9.180,8.824,9.073,8.064,8.485,8.844,9.429,0.950,0.949,0.955,0.953,0.954,0.951,0.954,0.951,0.000,0.000,0.955,0.950,0.954,0.953,0.949,0.949,0.954,0.949,0.000,0.000,0.000,0.000,0.765,0.686,1.123,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 07:14:30.913,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,22.78,GGY733AM6B01,DN81246F6PPH1HW1K,AZ3B147125G3B1A19633010132,0ace02080525,THA12130FU006MWAD,0.00,21.26,21.93,0.00,17.52,21.14,20.90,20.19,20.31,106,52,158,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6566,6689,7273,7323,0.816,0.816,0.278,0.275,0.476,0.478,0.532,0.522,8.802,9.180,8.825,9.073,9.410,8.485,9.916,9.429,0.951,0.949,0.952,0.953,0.949,0.951,0.954,0.951,0.000,0.000,0.958,0.950,0.958,0.953,0.951,0.949,0.954,0.949,0.000,0.000,0.000,0.000,0.765,0.609,1.232,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 07:14:54.784,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,22.87,GGY733AM6B01,DN81246F6PVH1HW1D,AZ3B1471379CB3A1A230147123,0ace02080493,THA12130F0606MWAP,0.00,22.43,22.04,0.00,18.02,21.17,20.58,20.09,19.33,107,52,159,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6566,6689,7273,7323,0.824,0.816,0.277,0.275,0.481,0.478,0.529,0.522,8.713,9.180,8.771,9.073,8.693,8.485,9.110,9.429,0.947,0.949,0.956,0.953,0.954,0.951,0.954,0.951,0.000,0.000,0.955,0.950,0.955,0.953,0.948,0.949,0.953,0.949,0.000,0.000,0.000,0.000,0.764,0.687,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 07:15:17.731,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.96,GGY733AM6B01,DN81246F6U5H1HW1N,AZ3B147115BMB1A1A036063109,0ace02080766,THA121304S706MWAP,0.00,21.39,22.34,0.00,17.60,0.00,0.00,0.00,0.00,107,53,160,FAIL,451,6,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.405,9.180,9.469,9.073,7.958,8.485,8.845,9.429,0.944,0.949,0.950,0.953,0.944,0.951,0.944,0.951,0.000,0.000,0.945,0.950,0.953,0.953,0.951,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.170,0.998,1.4.1.54,PBS_20.200424
'2021-06-13 07:17:12.071,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,114.43,GGY733AM6B01,DN81246F6U6H1HW1M,AZ3B147105EPB1A19634033123,0ace02080182,THA121304R206MWAX,0.00,21.37,22.39,0.00,19.20,0.00,0.00,0.00,0.00,107,54,161,FAIL,451,4,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.973,9.180,10.009,9.073,8.096,8.485,9.537,9.429,0.945,0.949,0.945,0.953,0.946,0.951,0.944,0.951,0.000,0.000,0.945,0.950,0.950,0.953,0.942,0.949,0.945,0.949,0.000,0.000,0.000,0.000,0.780,0.718,1.279,0.874,1.4.1.54,PBS_20.200424
'2021-06-13 07:17:34.962,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,22.76,GGY733AM6B01,DN81246F6UGH1HW1B,AZ3B147125FBB1A19133020115,0ace02080565,THA121304Q406MWAY,0.00,21.67,22.43,0.00,19.02,0.00,0.00,0.00,0.00,107,54,161,FAIL,451,1,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.489,9.180,9.477,9.073,8.937,8.485,9.806,9.429,0.950,0.949,0.947,0.953,0.949,0.951,0.948,0.951,0.000,0.000,0.952,0.950,0.950,0.953,0.947,0.949,0.945,0.949,0.000,0.000,0.000,0.000,0.780,0.453,1.170,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 07:17:58.415,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.17,GGY733AM6B01,DN81246F6PSH1HW1G,MB211332A16T21A1A535116005,0ace29110804,THA12130DE006MWAP,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107,54,161,FAIL,32,7,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.780,0.655,1.233,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 07:18:22.652,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,24.34,GGY733AM6B01,DN81246F6UAH1HW1H,AZ1B14702003A7A1A640015004,0ace02080910,THA121300MD06MWA2,0.00,21.37,21.42,0.00,17.94,0.00,0.00,0.00,0.00,107,55,162,FAIL,451,5,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.444,9.180,8.527,9.073,8.399,8.485,10.087,9.429,0.951,0.949,0.956,0.953,0.960,0.951,0.952,0.951,0.000,0.000,0.955,0.950,0.955,0.953,0.954,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.655,1.170,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 07:18:45.549,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.15,GGY733AM6B01,DN81246F6UBH1HW1G,AZ3B147105F0B1A1A034037102,0ace02081119,THA12130HQV06MWAU,0.00,21.26,22.61,0.00,17.49,0.00,0.00,0.00,0.00,107,56,163,FAIL,451,3,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.695,9.180,8.620,9.073,7.921,8.485,9.072,9.429,0.956,0.949,0.957,0.953,0.952,0.951,0.951,0.951,0.000,0.000,0.951,0.950,0.953,0.953,0.952,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.780,0.671,1.124,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 07:19:09.665,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,23.14,GGY733AM6B01,DN81246F6PXH1HW1B,AZ3B147105FLB1A1A230020133,0ace02081105,THA121300MG06MWAZ,0.00,21.22,22.15,0.00,19.52,21.14,20.72,20.25,20.50,108,56,164,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6566,6689,7273,7323,0.808,0.816,0.277,0.275,0.473,0.478,0.528,0.522,9.623,9.180,9.554,9.073,8.660,8.485,8.544,9.429,0.948,0.949,0.951,0.953,0.950,0.951,0.947,0.951,0.000,0.000,0.951,0.950,0.952,0.953,0.942,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.233,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 07:19:33.535,KCMCT5241H,R04A,OP,º€¡ÿ»Ï,22.85,GGY733AM6B01,DN81246F6PQH1HW1J,AZ3B1471568PB1A19732012107,0ace02090305,THA12130DGM06MWAW,0.00,21.42,21.14,0.00,18.05,21.14,20.41,20.19,19.25,109,56,165,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6566,6689,7273,7323,0.822,0.816,0.275,0.275,0.481,0.478,0.522,0.522,9.182,9.180,8.955,9.073,9.244,8.485,10.083,9.429,0.953,0.949,0.951,0.953,0.949,0.951,0.955,0.951,0.000,0.000,0.948,0.950,0.949,0.953,0.942,0.949,0.944,0.949,0.000,0.000,0.000,0.000,0.780,0.702,1.279,0.858,1.4.1.54,PBS_20.200424
